institucion,StartDate,EndDate,Status,IPAddress,Progress,Duration _in seconds_,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,X1,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_10_TEXT,X4_1,X4_2,X4_3,X4_4,X4_5,X5,X6,X7_1,X8_1,X8_2,X8_3,X8_4,X8_5,X8_6,X8_7,X8_8,X8_9,X8_10,X8_11,X8_12,X8_13,X8_14,X8_15,X8_16,X8_17,X8_17_TEXT,X9_1,X9_2,X9_3,X9_4,X9_5,X9_6,X9_7,X9_8,X9_9,X9_10,X9_11,X9_12,X9_13,X9_14,X9_15,X10,X11,X12,X13,X14,X15,X16,X17_1,X17_2,X17_3,X17_4,X17_5,X17_6,X17_7,X17_8,X17_9,X17_10,X17_11,X17_11_TEXT,X18_1,X18_2,X18_3,X18_4,X18_5,X18_6,X18_7,X18_8,X18_9,X19_1,X19_2,X19_3,X19_4,X19_5,X19_6,X19_7,X19_8,X19_9,X19_9_TEXT,X20_1,X20_2,X20_3,X20_4,X20_5,X20_6,X20_6_TEXT,X21,X22,X23,X24,X25,X26,X27,X28,X29_1,X29_2,X29_3,X29_4,X29_5,X29_6,X29_7,X29_8,X29_9,X29_10,X29_10_TEXT,X30,X31,X32_1,X32_2,X32_3,X32_4,X33_1,X33_2,X33_3,X33_4,X33_5,X33_6,X33_7,X33_8,X33_9,X34,X35,X36_1,X36_2,X36_3,X37,X38_1,X38_2,X38_3,X38_4,X38_5,X38_6,X38_7,X38_8,X38_8_TEXT,X39_1,X40_1,X41_1,cat_universidad,cat_bachillerato,Cat,tipo_institucion,tipo_sostenimiento,tipo_ies,tipo_ub,CLAVE_IES,ENTIDAD,SOSTENIMIENTO,REGION,CLASIFICACION_911,Rango_finalizacion_minutos,despues_15_nov
UNIVERSIDAD VERACRUZANA,2025-11-14 16:35:34 UTC,2025-11-14 16:41:48 UTC,0,148.226.202.154,100,373,2025-11-14 16:41:48 UTC,R_3e4h7KBm9T1Dfn4,18.1395,-94.2437,anonymous,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,5,3,4,4,4,4,2,5,2,2,3,2,4,2,4,1,1,2,5,4,1,1,0,0,0,0,0,0,0,0,0,1,0,,3,4,3,4,3,4,3,4,2,0,0,0,0,0,0,0,0,1,no he usado herramientas de IA,0,0,0,0,0,0,,0,0,2,1,1,2,3,2,1,1,1,0,0,0,1,1,0,0,,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 17:14:19 UTC,2025-11-14 17:24:09 UTC,0,148.226.202.251,100,590,2025-11-14 17:24:10 UTC,R_11zD0mlucYjbB7O,18.1395,-94.2437,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,6,6,4,6,4,6,4,5,5,5,4,3,4,6,5,4,5,3,2,1,1,0,0,1,0,0,0,0,0,0,0,,6,5,5,5,5,4,4,5,4,1,0,1,1,1,0,0,1,0,,1,1,1,0,0,0,,3,3,3,1,1,2,2,4,0,0,0,0,0,0,0,0,1,0,,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,1,1,0,1,1,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-13 10:17:39 UTC,2025-11-13 10:45:32 UTC,0,129.222.91.230,100,1672,2025-11-13 10:45:33 UTC,R_6qxThtiUUwJ2L6H,19.4324,-99.1229,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,2,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,5,5,4,4,4,5,4,4,4,4,3,2,4,4,4,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,3,3,0,0,0,0,1,1,1,0,0,0,,18,2,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,2,0,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-12 23:28:56 UTC,2025-11-12 23:38:24 UTC,0,177.244.11.202,100,568,2025-11-12 23:38:24 UTC,R_3FD8p5v04f8U6n7,19.54,-96.8891,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,1,9,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,4,5,5,6,5,5,5,5,5,5,4,2,3,4,5,6,6,5,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,,3,4,1,2,1,2,2,3,0,0,1,0,0,1,0,1,0,0,,19,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,1,0,0,1,1,1,1,0,1,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE INGENIERÍA MECÁNICA Y ELÉCTRICA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE INGENIERÍA MECÁNICA Y ELÉCTRICA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE INGENIERÍA MECÁNICA Y ELÉCTRICA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-28 11:53:00 UTC,2025-10-28 12:27:00 UTC,0,148.226.188.25,100,2017,2025-10-28 12:27:00 UTC,R_1lKPRtFe9VZjxfj,18.8502,-97.0945,anonymous,1,,,1,1,1,,1,,,,,,,,,,,,,1,,,,4,2,5,1,1,,1,1,,1,,,,,1,,,,,,,6,5,5,6,6,5,5,5,4,5,4,4,4,6,1,5,5,1,3,3,3,1,1,,1,1,,,,,1,,,,6,5,5,5,5,5,1,5,5,1,,,,,,1,,,,,,,,,,,,,3,1,1,2,1,4,,1,,,,,,,,,,18,2,,,1,,,,,,,,,,1,1,2,1,1,1,1,1,,1,,1,1,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 31 a 45 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-24 15:28:00 UTC,2025-10-24 15:45:00 UTC,0,200.68.169.80,100,980,2025-10-24 15:45:00 UTC,R_6jjnYZx6GfMb2yQ,19.0341,-98.1969,anonymous,1,,,1,1,,,1,,,,,,1,,,,,,1,1,,,,4,2,4,,,,1,1,1,1,,,1,,1,,,,,,,5,5,5,5,4,6,4,5,4,4,4,4,4,3,4,6,4,3,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,3,1,1,2,3,4,1,1,,,1,,,1,,,,18,1,,,1,,,,,,,,,,1,3,2,1,1,1,1,1,,1,,1,,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE DERECHO,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE DERECHO,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE DERECHO,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,0
UNIVERSIDAD VERACRUZANA,2025-12-03 17:38:58 UTC,2025-12-03 17:58:57 UTC,0,201.165.16.47,100,1198,2025-12-03 17:58:57 UTC,R_1EihaQ2GGSJrVuy,18.8643,-97.0097,anonymous,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,1,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,5,5,6,6,5,6,4,5,4,4,5,4,5,4,5,5,5,5,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,,1,0,0,0,1,0,,5,2,1,1,1,2,2,4,1,1,1,0,0,1,0,1,0,0,,18,4,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,0,1,0,1,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE NEGOCIOS Y TECNOLOGÍAS,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE NEGOCIOS Y TECNOLOGÍAS,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE NEGOCIOS Y TECNOLOGÍAS,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,1
UNIVERSIDAD VERACRUZANA,2025-10-27 23:22:00 UTC,2025-10-27 23:30:00 UTC,0,172.225.14.199,100,461,2025-10-27 23:30:00 UTC,R_3ds6yyDxjdFTxLP,19.2858,-99.6525,anonymous,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,4,2,6,,,,,,1,,1,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,3,4,1,1,1,,,1,,,1,,,,,4,4,4,4,4,4,4,4,4,1,1,,1,1,,,,,,,,,,,,,,,3,1,1,1,4,5,,1,,,,,,,,,,18,1,,,1,,,,,,,,,,1,9,2,1,1,1,1,1,,1,,,,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-12-02 19:10:52 UTC,2025-12-02 19:18:49 UTC,0,187.188.17.254,100,477,2025-12-02 19:18:50 UTC,R_6gzrJ9JCv1OnxUM,19.54,-96.8891,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,2,6,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,6,5,4,5,5,5,4,5,4,5,1,6,5,2,4,5,4,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,2,2,2,2,3,1,0,0,0,0,0,0,1,0,0,,24,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-18 11:34:07 UTC,2025-11-18 11:47:10 UTC,0,187.245.201.42,100,782,2025-11-18 11:47:10 UTC,R_1C03xyKt5ZmVtux,19.1918,-96.2656,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,4,5,5,5,6,4,3,5,5,5,4,4,5,3,5,5,5,5,5,4,2,1,1,1,0,0,1,0,0,1,1,0,0,,3,5,3,5,5,5,4,5,5,1,1,1,0,0,1,1,0,0,,0,0,0,0,0,0,,0,0,3,2,2,1,2,4,1,1,1,0,0,1,1,1,0,0,,18,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,0,1,0,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE PEDAGOGÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE PEDAGOGÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE PEDAGOGÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-17 18:44:45 UTC,2025-11-17 18:59:22 UTC,0,189.215.166.204,100,876,2025-11-17 18:59:22 UTC,R_6WNLuYWVHFegzid,18.1367,-94.5041,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,2,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,5,5,5,5,5,3,4,5,5,5,5,4,5,5,5,4,4,5,3,3,1,0,0,0,1,1,0,0,1,0,0,0,,4,4,4,4,4,4,4,4,4,0,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,,0,0,3,2,2,2,3,4,1,1,1,0,0,0,0,1,0,0,,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,0,1,0,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-15 00:09:35 UTC,2025-11-15 00:15:19 UTC,0,187.184.8.62,100,344,2025-11-15 00:15:19 UTC,R_6ohEtUFmwGcWjeN,18.962,-99.2405,anonymous,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,2,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,0,1,1,2,0,0,1,1,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-14 17:18:47 UTC,2025-11-14 17:49:59 UTC,0,201.175.166.69,100,1871,2025-11-14 17:50:00 UTC,R_1YslUsTw2eXi68q,19.4566,-99.1333,anonymous,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,5,5,5,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,1,1,1,2,1,3,0,0,0,0,0,0,0,1,0,0,,37,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,2,0,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,INSTITUTO DE CIENCIAS DE LA SALUD,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/INSTITUTO DE CIENCIAS DE LA SALUD,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/INSTITUTO DE CIENCIAS DE LA SALUD,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 31 a 45 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 17:18:00 UTC,2025-11-14 17:33:01 UTC,0,172.226.122.26,100,901,2025-11-14 17:33:02 UTC,R_5O8rGg4Aiwqh2br,19.2858,-99.6525,anonymous,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,4,6,5,6,4,5,5,5,4,5,5,5,6,5,5,5,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,3,4,1,1,0,0,1,0,0,0,0,0,,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,1,1,0,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 16:38:14 UTC,2025-11-14 16:46:36 UTC,0,148.226.203.76,100,501,2025-11-14 16:46:36 UTC,R_5jTJRR5WOHFQ4MW,18.1367,-94.5041,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,2,8,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,,5,5,6,6,6,6,4,5,5,5,5,6,4,2,4,6,5,6,2,3,3,1,1,0,1,1,1,0,0,1,0,0,0,,5,5,5,5,5,4,4,5,4,1,1,0,1,1,1,1,0,0,,0,0,0,0,0,0,,0,0,3,1,1,1,4,5,0,1,0,0,0,1,1,1,0,0,,18,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,0,1,1,1,1,1,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ADMINISTRACIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ADMINISTRACIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ADMINISTRACIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 16:21:19 UTC,2025-11-14 16:28:36 UTC,0,187.132.8.132,100,436,2025-11-14 16:28:36 UTC,R_1rAg1I4IxY9GFuX,18.0011,-94.5608,anonymous,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,Gemini,1,1,0,0,0,4,2,5,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,4,4,0,0,1,0,0,1,0,0,0,0,,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,0,1,0,0,1,1,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-13 23:58:49 UTC,2025-11-14 00:05:48 UTC,0,187.184.11.233,100,418,2025-11-14 00:05:48 UTC,R_5OmJlb2Y5l0PTQl,18.962,-99.2405,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,6,6,6,6,4,6,4,4,1,6,1,1,1,6,4,4,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,,4,6,1,6,4,1,1,1,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,1,1,1,1,3,3,0,0,1,0,1,1,0,0,0,0,,19,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,1,0,1,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE TRABAJO SOCIAL,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE TRABAJO SOCIAL,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE TRABAJO SOCIAL,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-13 10:22:04 UTC,2025-11-13 10:28:42 UTC,0,200.68.170.42,100,397,2025-11-13 10:28:42 UTC,R_7KHj0AIZEcAZjq1,18.9845,-98.2331,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,4,4,4,4,2,5,4,4,4,5,4,4,4,3,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,4,4,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,1,1,1,1,3,3,1,1,0,0,1,1,1,0,0,0,,19,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL SELVAS,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
